,text,polarity
2064,"سانيا يالونق باي 
تحوي مدينة سانيا على شطآن جميلة أحدها : سانيا باي وهو الشاطيء القديم ويقع قريبا من المدينة نفسها تقريبا وهو يزدحم كثيرا بالفنادق والمباني وحركة المركبات وغيرها ، وهناك الشاطيء الجديد الذي تم تطويره مؤخراً وهو ( يالونج باي) وهو ممتد على خليج جميل تحاصره الجزر من كل جانب وتقع عليه عدد من المنتجعات والفنادق الراقية ويتصف ببعده عن الإزعاج وهو يناسب من يريدون الهدوء والاستمتاع بالبحر والجبل والسباحة . 
",1.0
2065,"الأفضل في القيادة والسياحة 
لن أنسى أبداً في حياتي هذه اللحظات التي قضيتها بصحبة المرشد السياحي (ماهي). وقد انطلقنا مبكراً إلى المرحلة الأولى من الرحلة السياحية إلى سور الصين العظيم. وقد كان المرشد السياحي دقيقاً في التزامه بالوقت وفي إرشاده وحرصه. وقد قام بصحبتنا واختيار الأماكن المناسبة لوقتنا المتاح ونصحنا بالطريقة الأفضل لقضاء الوقت مع رؤية أكثر معالم السور. واتضح في الرحلة مقدار سعة صدرة وخبرته في هذا المجال. ثم انطلقنا إلى ""المدينة المحرمة"" في بكين وزرنا المباني القديمة والجذابة. وقد قام المرشد بالتقاط صور مميزة لنا بدون أن نطلب منه ذلك وأهدانا لنا لاحقاً وأرسلها على بريدنا الالكتروني...مرشد مميز جداً لن أجد أفضل منه..أسأل الله له الهداية والتوفيق دكتور ناشر بن مقبل ال بن حسن
",1.0
2066,"سحر التكنولوجيا 
لايمكنك أن تشاهد في حياتك أكثر من مره مثل هذا المكان من حيث التطور والسحر التكنولوجي لتعرف سر لماذا تسمي شنغهاي نيويورك الشرق فقط إذهب إلي هذا المكان وسوف تصاب بالذهول .
",1.0
2067,"سحر المعمار 
يعد هذا البرج من أجمل وأكثر التصاميم المعمارية روعة من حيث الشكل خاصة الكرة في الأعلي ومن حيث عدد الطوابق وسحر الأرضية الزجاجية الخلابة والمناظر التي يمكنك مشاهدتها من أعلي البرج وعدة أشياء فقط قومو بزيارته وسترون كم هو ساحر .
",1.0
2068,"العراقة والتاريخ 
من أجمل المتاحف التاريخية التي زرتها في حياتي حيث تمكنت من التعرف علي تاريخ هذا البلد الكبير وملاحظة التغيير الذي طرأ علي بنيته التحتية وعلي سكانه .
",1.0
2069,"مكان رائع للاستمتاع بالطبيعة 
منتزه رائع وكبير يحتوي على ينابيع تغذي بحيرة جميلة . جبال تكسوها الأشجار والغابات تشعرك بروعة الطبيعة وسحرها ، وتوجد أجزاء من السور التاريخي الشهير الذي يمكن الوصول إليه عن طريق المشي عبر الغابات أو عن طريق عربات الكيبل (التلفريك) وبسعر معقول جداً. يوجد بالمنتزه ألعاب ترفيهية وقطار لولبي سريع ومناطق للشوي مناسب جداً للعائلات.
",1.0
2070,"إنه أحد معالم الشهيرة في نانجنج 
جزء من سور مدينة نانجنج وليس له علاقة بسور الصين العظيم. السور تم ترميمه وتجديده وتزيين المنطقة المحيطة بالحدائق.
مكان جميل يجب زيارته عندما تكون في نانجنج.
",1.0
2072,"لا يستحق الزيارة 
شارع صخب إزعاج للمتسوقينالموسيقى عااالية والاسعار مبااالغ فيها مع الالحاح المستمر بالشراء ووجود الباعة المتجولين المعروفين بالاحتيال والمتصيدين للسواح للاسف شوهو الشارع
برأيي ارى ان الشوارع حواليه والمحلات التي على الشارع افضل بمراحل
وهناك مول جميل وصغير اسمه مترو مول بقربه تستطيع الشراء منه بروقان
",-1.0
2073,"Wofw 
من اجمل المواقع التي زرتها في الصين وارجو ان اعود اليه ولشد ما اعجبني المسطحات المائية والخضرة والمعالم التاريخية والعالمية مثل الاهرامات شلالات نياجرا وعلمجرا
",1.0
2074,"للأطفال 
حديقة بعيدة عن المدينة جدا
وايضاً عن المترو
والصور هنا لا تعكس الحقيقة
الحديقة عبارة عن زهور وبعض الطيور ومنتزه بسيط
المكان بعيد ولا يوجد بقربة اي شي ، وهذا موحش للعوائل
ما يستاهل المشوار
",-1.0
2075,"حديقة مائية رائعة 
دولية وكبيرة، نظيفة وبها ادوات محترفين ، فقد استمتعت بالفعل في الحديقة مائية ... لا أستطيع الانتظار حتى نعود مرة أخرى!
",1.0
2076,"لا بأس به 
لا بأس به ترى الكثير من العرسان وكنيسة وممر به أشجار
بقربه سوق الجوالات آسيا
وشارع شنجن بالتاكسي
الذي يشبه شارع بنجن
",-1.0
2077,"جزيرة ساميان 
حديقة رائعة، مع معمار جميل وغير معهود بالنّسبة لغوانزو خاصّة والصّين عامّة. التّماثيل البرونزيّة الموجودة، وتفاعل الصّينيّين معها، أضفت جوّا مرحاً للمكان، إلى جانب العرسان المتواجدين دائما في المكان.
المحال الموجودة لا تحتوي شيئا مميّزًا، والمطاعم لا تقدّم سوى وجبات صينيّة .
",1.0
2078,"لا تفرط في زيارة حديقة السفاري في قوانقشو ( قوانزوا) 
في رحلتنا إلى مدينة قوانقشوا ( قوانزوا ) وضعنا في خطتنا أنه لابد من زيارة حديقة السفاري التي تم تصميم بيئة تماثل بيئة الحيوانات الاصلية ، هذه الحديقة نفذت بعدة طرق ، فمثلا الحيوانات البحرية كالسلاحف والدلافين وغيرها تم تنفيذ مآوي مائية لها ، وكذلك بعض الفهود الخطرة تم وضعها داخل أماكن مخصصة لها ، وهناك حيوان الباندا الشهير والنادر في الصين والذي يعتنون في الحفاظ عليه كثيرا ووفروا له بيئة باردة تناسبه ، وتم اقامة بحيرات ومسطحات مائية للطيور بأنواعها ، عندما تكون داخل السفاري فهناك قطار يأخذك في دورة داخلها لتشاهد العديد من الحيوانات المسالمة كالزرافات والغزلان والزيبرا وهي جوارك وتساعدها من مسافة أمتار قليلة ، أما السباع المتوحشة كالدببة والأسود بالاضافة الى وحيد القرن والأفيال فهناك قناة مائية تفصلك عن هذه الحيوانات التي تشاهدها من مسافة ليست ببعيدة ، الشيء الجيد أن الصينيين يحضرون أطفال المدارس لرؤية هذه الحيوانات عن كثب مما ينمي مداركهم ، يتوفر في السفاري أماكن للجلوس والراحة اماكن لبيع المشروبات والاكل ، بالاضافة الى انك يمكن ان تشتري بعض الهدايا التذكارية التي ترمز الى هذه الحديقة وخصوصا الباندا العظيم ، ومن ملاحظاتي فإن ما يميز هذه السفاري هو النظافة الجيدة لجميع أجزائها ، وأخيرا فإن قيمة التذكرة للدخول بحدود ٤٠ دولارا للشخص الواحد .
",1.0
2079,"كل شى احببته 
ترفيه ومعرفه
اعجبني كل شى
ولازم ناخذ الكاميرا اكيد ملابس رائعه واحذيه وشنطات وكل شى يخطر في البال
",1.0
2080,"قمة كوانزو 
كانتون تاور ( برج ) ، يصعد ك الى الدور 108 ، وعلو 433 م ، بمصعد لايتجاوز الدقيقتين ، وفي الأعلىيمكنك أن تشاهد كوانزو من الأعلى ، بل إن ناطحات اسحا تصبح أقزاما من أعلى البرج ، منظر بانوراي مدهش
",1.0
2081,"تستحق التجربة 
كانت تجربتي لها جميلة وممتعة جدا انصح كل من يزور كوبنهاجن يستمتع في هذه الجولة كان سعرها 495 كرونا
كان قائد الرحلة مرح وممتع
اذا رجعت لكبونهاجن سوف ازورها ثانية
",1.0
2082,"حديقة رائعة 
ان هذه الحديقة هي من القلائل غي العالم من حيث المحتويات من اشجار وازهار نادرة الوجود في هذه المنطقة. اجيال من العناء والتخصّص ادّت بهذه الحديقة الى ما هي عليه اليوم من روعة وجمال.
آلرجاء الأنتباه الى اوقات الزيارات من حيث انها لا تفتح كل يوم ولا على مدار السنة.
",1.0
2083,"منظر خيالي يستحق الزيارة ليلا 
يبعد تقريبا نصف ساعه مشيا على الأقدام من محطة Termini لا شيء يضاهي جمال هذا المكان ليلا حيث الأضواء الساطعة حوالين القصر
ومنه تستطيع رؤية روما الجميلة
",1.0
2084,"جميل 
سهره مسائية بعمق التراث والماضي تنتشر حولة العديد من المطاعم الإيطالية والتماثيل يستحق الزيارة دائماً
",1.0
2085,"الماضي الحاظر 
السبب الرئيسي لزياره روما لاي شخص بسبب الماضي العريق للكولسيوم الشاخص في قلب روما اوصي بالتقاط الصور في الليل والنهار لان المنظر يجذب قلوب عشاق مدينه روما عاصمه الثقافه والجمال واوصي في نفس اليوم الذهاب الى اثار روما لانها في الشارع الموازي للكولسيوم ونافوره تريفا
",1.0
2086,"مدرج الكالسيوم 
هذا المدرج الروماني من اروع الأماكن التاريخية في روما انه خيال .. راااااااائع .. هناك طابور للدخول ومرشد سياحي لكن للأسف لا يوجد باللغة العربية .. ولكنك تعيش في التاريخ بمجرد دخول هذا المكان .
",1.0
2087,"زيارتي للكولسيوم 
مكان مبهر و تاريخي و تظهر فيه كل معالم الامبراطوريه الرومانيه
يتواجد فيه السياح بكثره و قد تنتظر قرابة النصف ساعه في طابور شباك التذاكر و بوابة الدخول
اجمالا المكان يستحق الزياره و هو من اقدم معالم روما
",1.0
2088,"رائع 
مكان جميل جدا،متسع،ويحوي نافورة اﻷنهار اﻷربع،تحفه معماريه ويتوسطها عامود المسلة المصرية،،على الجوانب المقاهي والمطاعم الجيدة،،،مكان يستحق الزيارة بإمتياز
",1.0
2089,"يقابا تاريخ روما 
المكان قريب جدا من الكولوسيوم ويقع على طول الشارع مقابل الكولوسيوم بقايا الحضاره الرومانيه واثار الرومان انصح بزيارته والتقاط الصور يكفي ساعه لهذا المكان
",1.0
2090,"roma 
من افضل الاماكن اللى ممكن تروحوها خصوصا فى شهر 2 لمحبي الشوبينج بيكون فيه تخفيضات كبيرة جدا فى اكتر من مول فى outlet mall
",1.0
2091,"روعة ساحة النافونا .. 
ساحة النافونا من اروع الساحات التي زرتها في اوروبا
و تسمى ساحة الرسامين يكثر فيها الرسامين اصحاب المهارات و المواهب الخاصه جدا جدا في الرسم للاشخاص او الرسومات الفنيه
يوجد بها العديد من الراقصين و اصحاب المهارات الجسديه
يحيط بالساحه مجموعه من المطاعم و المقاهي
",1.0
2092,"الروح الايطالية 
هذا المكان يمثل عندي الروح الايطالية فالنافورة يجتمع حواليها جميع السياح وبالأخص بعد غروب الشمس حيث المكان الساحر والبسيط بين المباني الرومانية المهيبة
",1.0
2093,"جميلة مع غباء الانسان 
حلو المكان ولكن ما معني رمي النقود للبركة وأنها سوف تحقق أمنياتي شي مضحك وغريب ورغم ذلك تجد الناس مستمتعين
",1.0
2094,"زيارة النافورة 
موقع جميل يستحق الزياره و التصوير الفوتوغرافي حيث توجد محلات لبيع الهدايا والرسامين واجمل وقت عند الأصيل حيث الأجواء جميلة جدا
",1.0
2095,"مكان مشوق 
مكان مميز ولكن انتبه من النشالين بسبب الزحام الشديد
",1.0
2096,"تعرف علي روما مع مارقيريتا 
لقد استمتعت بمعرفة تاريخ والاوجه الخفية لروما من متاحف ومواقع اثرية ومباني تاريخية مع السيدة مارقيريتا كابوني...حيث اظهرت معلومات ولباقة واسلوب في الشرح بطريقة سلسة وواضحة...انصح الاخوة العرب ان ارادوا زيارة المواقع الاثرية او المتاحف او الكنائس والمباني التاريخية والساحات ان يقوموا بدلم مع السيدة مارقيريتا.
",1.0
2097,"من اروع الاماكن التي زرتها في حياتي 
مكان تحس فيه بحو لا يمكن ان تحسه في مكان اخر و شعور لا يوصف  النافوره تصميمها مبهر و تجذب السياح بجمبع جنسياتهم  لديهم معتقدات ان من يرمي عمله معدنيه في حوض النافوره انه سوف يعود لروما في يوم من الايام اصوات الماء و تجمع العشاق و اصوات الحمام هي ما يحيط بك  تنتشر بجانب النافوره المقاهي و محلات بيع الايس كريم
",1.0
2098,"قيمة القوة 
شئ مذهل وانت تري هذا المدرج المشيد قبل ١٩٨٠ سنة ولا يزال بعضه قائم بني من القوة والعزة بمفهوم ذلك القوة يتسع سابقا ل٥٠٠٠ شخص نسج حولة الأساطير والأفلام والقصص وانت تذهب لرؤية تستشعر بقوتة
صحيح انه متعب ولكن لابد ومن الضروري ان يكون علي رأس القائمة
",1.0
2099,"مخيب 
كنت متشوق للزيارة وكانت الاهم بالنسبه لي ولكن مع ازدحام الناس وصعوبة الحصول علي التذاكر تغيرت فكرتي صحيح انبهار ولكن من غير احاسيس ، هناك مسله بطول ٢٦ متر جابوها او ب الاصح ( سروقها ) من مصر .
",1.0
2100,"الكانيوننغ مغامرة ولا في اﻷحلام يلقط الأنفاس 
It was woow شيء رهيب ولا في اﻷحلام...هذا النوع من المغامرات مش من الاشياء اللي تحصلها في اوربا بالسهولة ولكن مع الشباب المنظمين للرحلة و خصوصا الكبتن دييغو الفنان...تحلى الرحلة أكثر و أكثر...ما توقعت كمية الاثارة و المرح في هذي المغامرة بس استمتعنا للغاية باﻷدرينالين اللي ملأ عروقنا و الماي البارد المنعش في الكانيوننغ
",1.0
2101,"ساحه سان ماركو 
ساحه جميله جدا وتعتبر القلب النابض لمدينه فينيس حيث انها مركز تجمع السياح كونها الوجهه الاهم لزوار فينيس حيث انها ساحه كبيره حدا وفيها كنيسه ومطاعم ومنها تتفرع الى اسواق ومطاعم الساحه من كافه النةاحي جميله وللعلم بوجود وسائط النقل العام للباص المائي وباص الالاكونا والتكسي المائي ومن هذه الساحه يمكنك ان تؤجر الجندول وهو بحدود 80 يورو لنصف ساعه فقط والتجربه كانت فريده ومميزه
",1.0
2102,"مكان رائع للزياره والتمتع بالأعمال الفنيه 
الأعمال الفنيه جميله وتصميم الأتيليه فريد. كانت فرصه رائعه لزياره ورشه العمل الخاص بالفنان /المصمم وللتحدث معه وطرح
الاسئله عليه. الاتيليه والأعمال الفنيه الموجوده فيه تترك في الزائر انطباع ايجابي
ملحوظه :اتصل مسبقاً لحجز موعد
",1.0
2103,"بيوت العبادة 
فعلا الانسان لما بيدخل اي بيت عبادة بيشعر براحة نفسية بس كنيسة الدومو ببادوفا مكان ساحر مثل الدوموا بميلانوا الانسان بيحس براحة نفسية عظيمة وكل مرة بزوره مع أولادي او أصدقائيبيكون يوم جميل
",1.0
2104,"جميلة جدا 
شي رائع جدا والرسوم علي القبة والحيطان رسوم ملائكية جميلة جدا جدا والموقع وسط الحديقة العامة في مدينة بادوفا من اجمل مدن ايطاليا
",1.0
2105,"ابداع معماري 
بصراحة ابهرني الإبداع المعماري في بناء الكنيسة التاريخية والذي استمر لقرون كما عرفت من المعلومات التي سمعتها من الدليل السياحي شكلها جميل فعلا والإعتر اف بالحق فضيلة حتى لو نت من ديانة أخرى .. كما أعجبتني الساحة أمام الكنيسة ومنظر الحمام الرائع والتقت معه عدة صور تذكارية
",1.0
2106,"قصر جميل 
كنت في ايطاليا في يونيو 2013 وزرت عدة مدن فيها منها فينيسيا المدينة العائمة على الماء فعلا رائعة وذهبت لقصر دودج وتجولت فيه وابهرني الإبداع في المعمار والفن في الرسم والنحت كل شيء جميل بشكل يصعب وصفه ولايعرفه إلا من يراه في الواقع فعلا.بصراحة نسيت هل دفع رسوم للدخول لأني كنت مع مجموعة منظمة للرحلة وهم يقومون بدفع أي رسوم
",1.0
2107,"ساحة سان ماركو الصاخبة 
جميلة هذه الساحة التي أعجبني فيها الطراز المعماري للبناء الذي يحيط بها
وقد سررت جدا لموسيقى العازفين لمطاعم سان ماركو
لم يعجبني إغلاق المحلات والاكشاك مبكرا
",1.0
2108,"تستحق الزياره 
لايمكن القدوم لالبندقيه من دون زيارتها العديد من المطاعم والمقاهي والمحلات والاجواء الرائعه التي تحتضنها وكما ان زيارتها تعد متعه للنظر للتصاميم المعماريه المدهشه للمدينه ان الهندسه المعماريه هنا اكثر من رائعه, كما لا تفوتكم زيارته في الليل بعد الساعه الثامنه الاجواء مذهله مع رقصات السياح على انغام الفرقه المسوقيه الموجوده في احد المطاعم.
",1.0
2109,"البندقيه الرائعه 
عند زيارتك لدولة ايطاليا فيلزم عليك ان تذهب للبندقيه فينيسيا حيث جمالها الساحر ومناظرها الخلابه التي تجعل من زيارتك كأنها حلما لا حقيقة
",1.0
2110,"الساحة الخضرا 
اكبر ساحة داخل مدينة في أوربا كلها بالوسط حديقة خضرا ونافورة مياة والحديقة محيطة بقناة علي شواطئها تماثيل لأكبر وأعظم النحاتين الإيطاليين وكل يوم سبت بها سوق لكل النتجات
",1.0
2111,"ذكريات الماضي العظيم 
حاجة جميلة وعظيمة جدا انهم محتفظين ببقايا السور الكبير الذي كان يحيط مدينة لحمايتها من الغزاه وبقايا القناة التي كانت كحاجز بين السور وخارج المدينة ولان هما علامة بين المدينة القديمة والجديدة
",1.0
2112,"معلم جميل فعلا 
كنت في زيارة ايطاليا ومن المدن التي ذهبت لها فلورنس والتي تشتهر بوجود برج بيزا المائل فيها وبصراحة حين شاهدته فوجئت بجماله أكثر من كل الصور التي رأيتها سابقا وكان هناك زحام كبير من السائحين لرؤيته والتقاط الصور التذكارية معه .. كما اشتريت مظلة عليها صورة البرج للوقاية من الشمس حيث كانت زيارتي في فصل الصيف شهر يونيو وأنصح كل من يذهب لايطاليا بزيارة البرج
",1.0
2113,"لن تستطيع ان تتمالك نفسك من وهج الجمال 
أن الجمال المتمثل في هذا القصر من تحف ولوحات وبناء ومعارض  سيجعلك مندهش طوال سفرك  ولن تتمالك نفسك وانت في القصر حتى تخرج منه من شدة الدهشة والاعجاب فعلاً قصر جميل بمايحتويه من جمال وتاريخ حيث يعود تاريخ القصر الذي صممه فيليبو برونيلليسكي المهندس المعماري في عصر النهضة (1377–1466) في عام 1458 تقريبًا، من أجل لوكا بيتي (1398-1472)، المصرفي الذي كان صديقًا لعائلة ميدتشي. لم يكن القصر قد اكتمل بعد عندما توفي بيتي. وفي عام 1550، بعد وفاة بيتي بنحو 80 عامًا، اشترت القصر إلينورا دي توليدو، زوجة الدوق كوزيمو دي ميدتشي الأول؛ وأصبح مكان الإقامة الملكي الرسمي حين كانت فلورنسا عاصمة ايطاليا
",1.0
2114,"ميلانو 
انها قلعة قديمة من المعالم السياحية الجميلة فى مدينة ميلانو الايطالية
مساحتها كبيرة جدا بها اسوار عالية وبهذة الاسوار مداخل وبعد ذلك ترى مساحات وحدائق خضراء جميلة وملعب لممارسوة كرة السلة
وبحيرة تمر وسط الحديق بها اسماك وبط
انة فعلا مكان رائع وهادىء
",1.0
2115,"ملاهي ممتعة 
خلال زيارتي لآيطاليا في شهر يونيو 2013 انتقلت بالباص من مدينة فينيسيا إلى ميلانو وتوقفنا في الطريق لمشاهدة ملاهي جاردالاند وقضيت فيها وقت ممتع فعلا لنها شاملة لعروض وألعاب ترضي كل الأعمار والميول ورغم انها ليست في حجم ديزني لاند مثلا لكنها معقولة بحيث يمكن تغطيتها في يوم واحد يكفي للتمتع بها
",1.0
2116,"المطاعم جميله و متعدده 
المطاعم الايطاليه و المقاهي جميله و متعدده و متنوعه و هي منتشره بكل مكان ،، اعجبني مطعم بيتزا لذوي الميزانيه المحدوده و هو مشهور جدا يقع امام محل ايسكريم تشوكلت ايتالياني
",1.0
2117,"مميز 
ساحه مميزه من حيث الحجم وصاخبه في اغلب الأوقات لا تهدأ وهناك العديد من المطاعم والمقاهي والمحلات التجارية حولها وأحيانا تجد فعاليات شخصيه يقوم بها الأفراد مكاااان يستحق الزيارة بقوة
",1.0
2118,"مكان مثالي 
كانت لنا زيارة جميلة لهذه الساحة المميزة
يوجد بالقرب منها مجمع تجاري رائع ومميز انصح به
وهناك مقاهي رائعه
لم يعجبني بائعين الاكل للحمام
انصحك بعدم اخذ اي شي منهم
",1.0
2119,"تسوق 
جادة تخلو من السيارات تتمتع بالتسوق ب أرقي الماركات العالمية في مدينة الأزياء راقي نظيف أمان جداً والاهم تأخذ وقتك لا يزاحمك
",1.0
2120,"ساحة المدينه الرئيسيه 
ساحة و هي قلب المدينه تتفرع منها شوارع تسوق و مطاعم. و الاممن جيد حيث ان الساحه لاتخلوا ابدا من عناصر الشرطه
",1.0
2121,"راااائع 
سوف تبهرك. ولا تمل وانت تشاهد مستوي البنيان فيها. أشياء خلابه سوف ترغب بمشاهدتها في كل الأوقات ليلا او في الصباح تذهلك وانت تشاهد التاريخ من المرجح انك. تتساءل كيف ومتي ومن قام. بها عليك ان تبحث قليلا لمعرفه السر
",1.0
2122,"كاتدرائية(الدومو) 
انة مكا رائع يعج باناس منهم الذى ياتى للسياحة او من اهل البلد
سوف ترى هنا روعة هذ البناء المعمارى اضخم والتماثيل الفريدة فى نحتها
ومن الداخل سترى عظمة هذا البناء
ومن خارج الكاتدرائية سترى جميع الاجناس والمطاعم ومحلات للتسوق كثيرة وساحة كبيرة
وموقف للتاكسى ومترو وترام ومحلات لبيع الهدايا
",1.0
2123,"مكان رائع 
اعجبتني ساحة الدومو والمركز التجاري فيها مواقف السيارات بين الازقة حيث بامكان الشخص ان يتبع اللوحات الموجود عليها p وهي امنة حيث يوجد عليها حراسة مقابل رسوم
",1.0
2124,"محبي الفاشن و الموضه 
تحتوي القاليريا على اكبر و اهم بوتيكات المصممين العالميين امثال برادا ، لويس فيتون،، تودز،،،قوتشي ،، فرزاتشي ،،ارماني ،،، و غيرها الكثير
",1.0
2125,"مذهل 
مرورا بالدومو يجب عليك الاتجاه الي الجاليري سوف تتوقف كثيرا لتري تفاصيل تسحرك ابتداء من السقف الي الأرضية الملونة المطرزه ب أشكال وصور وبعدها سوف تنتبه الي عظمه المكان وروعه تفاصيله وفخامته ، أنصحك ان تجلس في احد المقاهي التي بداخله لتري كيف ينبهر الانسان بالاضافة الي أرقي الماركات العالمية والمقاهي وخاصه غوتشي راقيه ورايقه
",1.0
2126,"اختيار مثالي 
مول في الوسط كنت محظوظ بال تخفيضات الموجودة يجعلك رغبتك في الشراء متزايدة وفي الطابق الأخير سوف تجد مطاعم ومقاهي سواء في الهواء الطلق او بالداخل لابد من زيارته والجلوس هناك
",1.0
2127,"آه يالحمراء 
لقد زرت قصر الحمراء ثلاث مرات ولم امل منه فكل مابه رائع على الرغم من مرور اكثر من 700 سنة على بنائه ظلت وكانه تم بنائه البارح فالتصميم الفردوسي الرائع الجنات التي تجري من تحتها الانهار وكذلك النقوش العبارات العربية المنحوتة في جدران القصر.....
",1.0
2128,"روعة الماضي 
حي البيازين روعة الماضي وحاضر مميز من حيث عبق التاريخ في كل ارجاء الحي وجدرانه ومحلاته التقليدية والازقة الضيقة والعمارة القديمة البسيطة وتداخل المباني مع بعض وكانك عايش زمن مملكة غرناطة
وطبعا لا يفوتكم الهضبة والتي تعطي احلا اطلالة لقصر الحمراء
",1.0
2129,"مكان روعة 
السلام عليكم
حقيقة هذا المكان من اجمل التجارب التي ٱمضيتها في حياتي أنه شيئ ممتع بأنك تعيش فصل الشتاء في الصيٌف .. مع اشخاص من اعلى ترحيب و اعلى مستوى ... شكرا
",1.0
2130,"القصر 
على الرغم من ان القصر مبني على الطراز المغاربي الا انه تم كان مقر والي اشبيلية بعد سقوطها في ايدي المسيحين والذي كان مبهور بالطراز المغاربي الاسلامي في البناء لذلك بنى له محمد الخامس (احد ملوك غرناطة هذا القصر بعد ما لجى اليه من اقلاب لقتله في قصر الحمراء بغرناطة) لذلك تجد في جدران القصر نقوش عربية كثيرة .... واهم شي لاتنسى روعة حدائق القصر وكانها متاهه لا متناهية من الحدائق الخضراء الجميلة
",1.0
2131,"تجربه ممتعه 
تجريه ممتعه لمتحف الشمع المتحف جميل جدا حيث في البدايه يدخلوك في غرفه تكون كافه جوانبها من المراه ويقومون بعروض ضوء وصوت ليدخلوك في جو المكان اللذي يروك حيث يضهرون بالعروض كانما غابات  يستمر العرض بحدود 10 دقائق بعدها يمكنك التجول في كل ارجاء المتحف حيث فيه مشاهير العالم في الرياضه والسينما والغناء وغير ذلك كذلك الى المهن ورؤساء العالم  انصح به بشده
",1.0
2132,"الروعة والجمال 
لم اكون أني أتوقع ان احب نيس وروعة بحره وجمال جباله ونسيم هواة الجميل النقي جداً انك جميلة يانيس وطيبة أهله والاستقبال الجيد في المطار واحترم جداً سائقي سيارة الأجرة
",1.0
2133,"وناسة 
قواري
وتسلق اشجار
وطبيعة
وبرشوتات
واليهال يستانسون من التسلق مع القواري وقريب يعني نص ساعة من وسط المدينة
واقترح تاكل وجبة وتروح علشان تقلل من حنة اليهال
",1.0
2134,"جميل جداً 
انصح بزيارة هذا المكان لانه جميل جدا، من الأماكن المعروفة في ءنسي حتى الخدام يحسنون معاملة السياح الأجانب
",1.0
2135,"تجربة ممتازة 
الطيران في شاموني تجربة لاتنسى يجب خوضها و خاصة في شاموني لأنها افضل منطقه في الأرض لهذه الرياضة و كان الفريق ممتاز جدا و متمرس
",1.0
2136,"العاب وزحليقة 
منطقة العاب جميلة في شاموني .. فيها العاب مناسبة للصغار بالاضافة الى زحليقة صيفية ممتعه للكبار والصغار
انصح بزيارتها عند زيارة شاموني
",1.0
2137,"اكثر من رائعة 
جدا جميلة
كبيرة بما تعنيه الكلمة
ارجو تخصيص يومين كاملين لها
حيث ان يوم واحد لايكفي
العابها لمختلف الاعمار
لن انسى لعبة سفينة الماء
والسينما
",1.0
2138,"مدينة العاب لها طابع خاص 
زرنا المدينة لمدة يوم لكن المشكلة مايكفي لها يوم
مدينة متنوعه بقطارات الموت والعاب الاطفال
مدينة جمعت جميع الفئات العمرية
كانت زيارتنا لها بالسيارة من سلوفاكيا الى فيينا ثم ميونخ ثم راست مدينة الالعاب
",1.0
2139,"مدينة الألعاب المذهلة 
أوربا بارك جميلة مدهشة استمتعت جدااااااااا فيها
حجزت تذكرة ليومين لعبت جميع القطارات و حضرت عرضين فقط و شعرت ان يومين قليلة لأن العب و احضر جميع العروض
كل افراد العائلة سيقضون وقت جميل و رائع لا ينسى
",1.0
2140,"مدينه الجمال 
مدينه الجمال الاوربي باريس مدينه جميله جدا اينما ذهبت في باريس كانمى تتمشى بداخل متحف
خصوصا شارع الشانزلازيه اللذي هويربط قوس النصر بمتحف اللوفر علما انه يمكنك ان تتمشى من برج ايفل الى قوس النصر ومن ثم الى متحف اللوفر الطريق جميل جدا
",1.0
2141,"مجمع رائع 
سوق كبير جدا وجميل وجميع الماركات المميزة
يحتاج يوم كامل لزيارته والمال الكثير كي تتمكن من الشراء
اتمنى العودة مرة اخرى لباريس لزيارته
وتجهيز المال الكثير للشراء منه
",1.0
2142,"لن تتخيلو روعة المكان 
بسم الله الرحمن الرحيم
كما ذكرت ...لن تتخيلو روعة المكان
المكان جميل جدا ...تحفة من تحف باريس
لن انسى تلك الائطلالة الرائعة
وتلك التحفة في السقف
",1.0
2143,"اهم معلم في باريس 
يعتبر قوس النصر هو اهم معلم لانه يعتبر داخل دوار للطريق العام ويوجد ايضا بنفس شارع الشانزليزية يعني هو بداية الشانزلزية لذلك يعتبر موقعه جميل ورائع وتستطيع الطلوع الي اعلى القوس للتصوير الجميل .
",1.0
2144,"معلم رائع 
قوس النصر على ناصية الشانزليزيه في باريس جدير بالزيارة وعلى وجه الخصوص مساءً في صيف باريس ولا مانع من التقاط الصور التذكارية للمكان الأخاذ.
أرفقت صورة نهارية للمكان.
تمنياتي بالتوفيق.
",1.0
2145,"تجربة رائعة 
تجربة رائعة رؤية الاطفال سعداء و هم امام معلم سياحى لطالما شاهدوه في الصور و الفيديوهات .. شئ رائع بالفعل زيارة مدينة باريس عموماً :)
",1.0
2146,"زيارة موفقة 
قوس النصر معلم تاريخي جميل بإمكانك الوصول إليه عبر محطة الميترو وقطع التذاكر أسفل المبنى ، سعر التذكرة 12 يورو والصعود إلى الأعلى عبر سلالم تحتاج إلى لياقة عالية .
",1.0
2147,"ممتع وقت الغروب 
يقع في آخر شارع الشانزليزيه يجب الدخول في نفق للوصول إليه أفضل توقيت لصعود قمته وقت الغروب للتمتع بإطلالة رائعة على أضواء مدينة النور وبالخصوص برج إيفل
السلبية الوحيدة عدم وجود مصعد للأعلى
ولا تنسى أخذ جولة حول المنحوتات والنصب التذكاري للجندي المجهول
",1.0
2148,"من اشهر المعالم 
لما تمتع به هذا القوس من شهره -وجب علينا زيارته واخذ الصور امامه -ويتميز بموقعه القريب جدا من الشانزليزيه
",-1.0
